airline,origin,destination,scheduled_dep_min,departure_hour,scheduled_duration,is_morning,is_afternoon,is_evening,is_night,operating_days_count,has_weekend_ops,has_peak_day_ops,route_delay_rate,airline_delay_rate,is_delayed,actual_dep_delay,route
GoAir,Ahmedabad,Chandigarh,1140,19,110,0,0,1,0,6,1,1,0.3,0.2296103896103896,1,129,Ahmedabad_to_Chandigarh
GoAir,Ahmedabad,Chandigarh,580,9,100,1,0,0,0,6,1,1,0.3,0.2296103896103896,0,5,Ahmedabad_to_Chandigarh
GoAir,Ahmedabad,Chandigarh,585,9,95,1,0,0,0,6,1,1,0.3,0.2296103896103896,1,104,Ahmedabad_to_Chandigarh
GoAir,Ahmedabad,Goa,1095,18,105,0,0,1,0,1,1,0,0.21052631578947367,0.2296103896103896,0,12,Ahmedabad_to_Goa
GoAir,Ahmedabad,Goa,1095,18,105,0,0,1,0,1,1,0,0.21052631578947367,0.2296103896103896,1,99,Ahmedabad_to_Goa
GoAir,Ahmedabad,Goa,495,8,100,1,0,0,0,1,1,0,0.21052631578947367,0.2296103896103896,0,12,Ahmedabad_to_Goa
GoAir,Ahmedabad,Kolkata,355,5,160,0,0,0,1,7,1,1,0.1891891891891892,0.2296103896103896,0,6,Ahmedabad_to_Kolkata
Air India,Ahmedabad,Delhi,635,10,80,1,0,0,0,1,0,0,0.2,0.22491664140648682,0,12,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,825,13,105,0,1,0,0,6,1,1,0.2,0.22491664140648682,0,6,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,1325,22,100,0,0,0,1,7,1,1,0.2,0.22491664140648682,0,5,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,1120,18,110,0,0,1,0,7,1,1,0.2,0.22491664140648682,0,3,Ahmedabad_to_Delhi
Air India,Ahmedabad,Mumbai,440,7,70,1,0,0,0,7,1,1,0.25906735751295334,0.22491664140648682,0,9,Ahmedabad_to_Mumbai
Air India,Ahmedabad,Mumbai,1230,20,90,0,0,1,0,7,1,1,0.25906735751295334,0.22491664140648682,0,15,Ahmedabad_to_Mumbai
Air India,Ahmedabad,Mumbai,1240,20,85,0,0,1,0,7,1,1,0.25906735751295334,0.22491664140648682,1,57,Ahmedabad_to_Mumbai
Star Air,Ahmedabad,Bhuj,670,11,140,1,0,0,0,4,1,1,0.1111111111111111,0.27979274611398963,0,7,Ahmedabad_to_Bhuj
Star Air,Ahmedabad,Bhuj,740,12,65,0,1,0,0,4,1,1,0.1111111111111111,0.27979274611398963,0,11,Ahmedabad_to_Bhuj
Star Air,Ahmedabad,Bhuj,945,15,70,0,1,0,0,3,0,1,0.1111111111111111,0.27979274611398963,0,13,Ahmedabad_to_Bhuj
Star Air,Ahmedabad,Belgaum,990,16,30,0,1,0,0,1,0,0,0.45454545454545453,0.27979274611398963,0,7,Ahmedabad_to_Belgaum
Star Air,Ahmedabad,Belgaum,1145,19,25,0,0,1,0,1,0,0,0.45454545454545453,0.27979274611398963,0,0,Ahmedabad_to_Belgaum
Air India Express,Ahmedabad,Hyderabad,730,12,115,0,1,0,0,5,1,1,0.25925925925925924,0.2222222222222222,0,14,Ahmedabad_to_Hyderabad
GoAir,Ahmedabad,Goa,1095,18,105,0,0,1,0,6,1,1,0.21052631578947367,0.2296103896103896,1,116,Ahmedabad_to_Goa
Air India,Ahmedabad,Delhi,630,10,440,1,0,0,0,1,1,1,0.2,0.22491664140648682,1,57,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,1185,19,90,0,0,1,0,1,0,1,0.2,0.22491664140648682,0,1,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,1330,22,120,0,0,0,1,7,1,1,0.2,0.22491664140648682,0,8,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,1330,22,105,0,0,0,1,7,1,1,0.2,0.22491664140648682,0,3,Ahmedabad_to_Delhi
Air India,Ahmedabad,Delhi,1120,18,70,0,0,1,0,7,1,1,0.2,0.22491664140648682,0,9,Ahmedabad_to_Delhi
Jet Airways,Guwahati,Aizwal,800,13,90,0,1,0,0,4,1,1,0.25,0.25102880658436216,0,14,Guwahati_to_Aizwal
Jet Airways,Guwahati,Aizwal,800,13,90,0,1,0,0,3,0,1,0.25,0.25102880658436216,0,13,Guwahati_to_Aizwal
Alliance Air (India),Guwahati,Aizwal,605,10,60,1,0,0,0,4,1,1,0.25,0.24661944623309723,0,11,Guwahati_to_Aizwal
IndiGo,Guwahati,Mumbai,965,16,215,0,1,0,0,1,1,0,0.2127659574468085,0.24817073170731707,0,5,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1025,17,220,0,1,0,0,7,1,1,0.2127659574468085,0.24817073170731707,0,15,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1040,17,200,0,1,0,0,7,1,1,0.2127659574468085,0.24817073170731707,1,49,Guwahati_to_Mumbai
IndiGo,Guwahati,Ahmedabad,895,14,190,0,1,0,0,6,1,1,0.2857142857142857,0.24817073170731707,0,1,Guwahati_to_Ahmedabad
IndiGo,Guwahati,Ahmedabad,1015,16,175,0,1,0,0,7,1,1,0.2857142857142857,0.24817073170731707,1,17,Guwahati_to_Ahmedabad
IndiGo,Guwahati,Ahmedabad,540,9,205,1,0,0,0,6,1,1,0.2857142857142857,0.24817073170731707,1,81,Guwahati_to_Ahmedabad
IndiGo,Guwahati,Bengaluru,1050,17,195,0,1,0,0,7,1,1,0.30434782608695654,0.24817073170731707,0,1,Guwahati_to_Bengaluru
IndiGo,Guwahati,Bengaluru,1055,17,200,0,1,0,0,7,1,1,0.30434782608695654,0.24817073170731707,0,11,Guwahati_to_Bengaluru
IndiGo,Guwahati,Bengaluru,1200,20,220,0,0,1,0,7,1,1,0.30434782608695654,0.24817073170731707,0,8,Guwahati_to_Bengaluru
IndiGo,Guwahati,Aizwal,775,12,60,0,1,0,0,7,1,1,0.25,0.24817073170731707,1,66,Guwahati_to_Aizwal
Air India,Guwahati,Bengaluru,1060,17,205,0,1,0,0,4,1,1,0.30434782608695654,0.22491664140648682,1,145,Guwahati_to_Bengaluru
Air India Express,Guwahati,Bengaluru,535,8,190,1,0,0,0,1,0,0,0.30434782608695654,0.2222222222222222,0,14,Guwahati_to_Bengaluru
Air India Express,Guwahati,Bengaluru,645,10,180,1,0,0,0,5,1,1,0.30434782608695654,0.2222222222222222,0,15,Guwahati_to_Bengaluru
Air India Express,Guwahati,Bengaluru,645,10,180,1,0,0,0,6,1,1,0.30434782608695654,0.2222222222222222,1,18,Guwahati_to_Bengaluru
Air India Express,Guwahati,Bengaluru,645,10,190,1,0,0,0,6,1,1,0.30434782608695654,0.2222222222222222,0,2,Guwahati_to_Bengaluru
Air India Express,Guwahati,Bengaluru,645,10,190,1,0,0,0,7,1,1,0.30434782608695654,0.2222222222222222,0,15,Guwahati_to_Bengaluru
Air India Express,Guwahati,Bengaluru,1275,21,195,0,0,1,0,7,1,1,0.30434782608695654,0.2222222222222222,1,85,Guwahati_to_Bengaluru
SpiceJet,Guwahati,Hyderabad,755,12,175,0,1,0,0,7,1,1,0.18518518518518517,0.25663466967814796,0,12,Guwahati_to_Hyderabad
SpiceJet,Guwahati,Hyderabad,895,14,165,0,1,0,0,5,1,1,0.18518518518518517,0.25663466967814796,0,7,Guwahati_to_Hyderabad
SpiceJet,Guwahati,Delhi,975,16,170,0,1,0,0,7,1,1,0.23295454545454544,0.25663466967814796,0,2,Guwahati_to_Delhi
SpiceJet,Guwahati,Delhi,1245,20,160,0,0,1,0,7,1,1,0.23295454545454544,0.25663466967814796,0,11,Guwahati_to_Delhi
SpiceJet,Guwahati,Delhi,1290,21,165,0,0,1,0,7,1,1,0.23295454545454544,0.25663466967814796,0,3,Guwahati_to_Delhi
SpiceJet,Guwahati,Delhi,995,16,155,0,1,0,0,7,1,1,0.23295454545454544,0.25663466967814796,1,46,Guwahati_to_Delhi
SpiceJet,Guwahati,Delhi,995,16,155,0,1,0,0,7,1,1,0.23295454545454544,0.25663466967814796,1,100,Guwahati_to_Delhi
SpiceJet,Guwahati,Bagdogra,970,16,65,0,1,0,0,7,1,1,0.2962962962962963,0.25663466967814796,1,81,Guwahati_to_Bagdogra
SpiceJet,Guwahati,Bagdogra,810,13,70,0,1,0,0,6,1,1,0.2962962962962963,0.25663466967814796,0,13,Guwahati_to_Bagdogra
SpiceJet,Guwahati,Bagdogra,780,13,80,0,1,0,0,7,1,1,0.2962962962962963,0.25663466967814796,1,38,Guwahati_to_Bagdogra
SpiceJet,Guwahati,Bagdogra,770,12,75,0,1,0,0,7,1,1,0.2962962962962963,0.25663466967814796,0,11,Guwahati_to_Bagdogra
SpiceJet,Guwahati,Bagdogra,775,12,60,0,1,0,0,7,1,1,0.2962962962962963,0.25663466967814796,0,10,Guwahati_to_Bagdogra
SpiceJet,Guwahati,Mumbai,1030,17,200,0,1,0,0,7,1,1,0.2127659574468085,0.25663466967814796,0,1,Guwahati_to_Mumbai
SpiceJet,Guwahati,Jaipur,545,9,165,1,0,0,0,7,1,1,0.06666666666666667,0.25663466967814796,0,0,Guwahati_to_Jaipur
SpiceJet,Guwahati,Jaipur,610,10,160,1,0,0,0,7,1,1,0.06666666666666667,0.25663466967814796,1,90,Guwahati_to_Jaipur
SpiceJet,Guwahati,Jaipur,640,10,165,1,0,0,0,7,1,1,0.06666666666666667,0.25663466967814796,0,13,Guwahati_to_Jaipur
SpiceJet,Guwahati,Jaipur,655,10,165,1,0,0,0,7,1,1,0.06666666666666667,0.25663466967814796,0,9,Guwahati_to_Jaipur
SpiceJet,Guwahati,Silchar,785,13,45,0,1,0,0,7,1,1,0.12,0.25663466967814796,0,1,Guwahati_to_Silchar
SpiceJet,Guwahati,Silchar,820,13,50,0,1,0,0,7,1,1,0.12,0.25663466967814796,0,1,Guwahati_to_Silchar
SpiceJet,Guwahati,Silchar,785,13,60,0,1,0,0,7,1,1,0.12,0.25663466967814796,0,12,Guwahati_to_Silchar
SpiceJet,Guwahati,Silchar,785,13,70,0,1,0,0,7,1,1,0.12,0.25663466967814796,0,3,Guwahati_to_Silchar
SpiceJet,Guwahati,Chennai,705,11,185,1,0,0,0,5,1,1,0.16216216216216217,0.25663466967814796,0,10,Guwahati_to_Chennai
SpiceJet,Guwahati,Chennai,995,16,170,0,1,0,0,7,1,1,0.16216216216216217,0.25663466967814796,0,0,Guwahati_to_Chennai
SpiceJet,Guwahati,Lilabari,695,11,60,1,0,0,0,7,1,1,0.25,0.25663466967814796,1,56,Guwahati_to_Lilabari
SpiceJet,Guwahati,Dibrugarh,780,13,60,0,1,0,0,7,1,1,0.17391304347826086,0.25663466967814796,0,0,Guwahati_to_Dibrugarh
SpiceJet,Guwahati,Kolkata,1115,18,65,0,0,1,0,7,1,1,0.26285714285714284,0.25663466967814796,0,5,Guwahati_to_Kolkata
SpiceJet,Guwahati,Kolkata,1180,19,85,0,0,1,0,4,1,1,0.26285714285714284,0.25663466967814796,0,4,Guwahati_to_Kolkata
SpiceJet,Guwahati,Kolkata,1165,19,80,0,0,1,0,3,1,1,0.26285714285714284,0.25663466967814796,0,0,Guwahati_to_Kolkata
SpiceJet,Guwahati,Kolkata,825,13,165,0,1,0,0,5,1,1,0.26285714285714284,0.25663466967814796,0,5,Guwahati_to_Kolkata
,Guwahati,Hyderabad,825,13,150,0,1,0,0,6,1,1,0.18518518518518517,,0,15,Guwahati_to_Hyderabad
,Guwahati,Delhi,455,7,155,1,0,0,0,7,1,1,0.23295454545454544,,1,75,Guwahati_to_Delhi
,Guwahati,Delhi,795,13,170,0,1,0,0,7,1,1,0.23295454545454544,,0,7,Guwahati_to_Delhi
,Guwahati,Imphal,845,14,55,0,1,0,0,6,1,1,0.24242424242424243,,1,46,Guwahati_to_Imphal
,Guwahati,Imphal,605,10,70,1,0,0,0,1,0,0,0.24242424242424243,,1,85,Guwahati_to_Imphal
,Guwahati,Imphal,1015,16,50,0,1,0,0,7,1,1,0.24242424242424243,,0,2,Guwahati_to_Imphal
,Guwahati,Tezpur,720,12,50,0,1,0,0,3,1,1,0.18181818181818182,,0,2,Guwahati_to_Tezpur
,Guwahati,Kolkata,870,14,90,0,1,0,0,1,0,0,0.26285714285714284,,0,12,Guwahati_to_Kolkata
,Guwahati,Kolkata,765,12,85,0,1,0,0,7,1,1,0.26285714285714284,,1,116,Guwahati_to_Kolkata
Akasa Air,Guwahati,Bengaluru,1005,16,185,0,1,0,0,7,1,1,0.30434782608695654,0.24830699774266365,1,133,Guwahati_to_Bengaluru
Akasa Air,Guwahati,Bengaluru,1020,17,195,0,1,0,0,6,1,1,0.30434782608695654,0.24830699774266365,0,1,Guwahati_to_Bengaluru
,Guwahati,Bhubaneswar,505,8,100,1,0,0,0,7,1,1,0.125,,1,22,Guwahati_to_Bhubaneswar
,Guwahati,Bengaluru,720,12,190,0,1,0,0,7,1,1,0.30434782608695654,,0,8,Guwahati_to_Bengaluru
GoAir,Guwahati,Hyderabad,445,7,140,1,0,0,0,7,1,1,0.18518518518518517,0.2296103896103896,1,153,Guwahati_to_Hyderabad
GoAir,Guwahati,Kolkata,1175,19,95,0,0,1,0,6,1,1,0.26285714285714284,0.2296103896103896,1,94,Guwahati_to_Kolkata
Air India,Guwahati,Delhi,955,15,165,0,1,0,0,7,1,1,0.23295454545454544,0.22491664140648682,0,0,Guwahati_to_Delhi
Air India,Guwahati,Delhi,1015,16,165,0,1,0,0,7,1,1,0.23295454545454544,0.22491664140648682,0,3,Guwahati_to_Delhi
Air India,Guwahati,Delhi,1160,19,145,0,0,1,0,7,1,1,0.23295454545454544,0.22491664140648682,0,11,Guwahati_to_Delhi
Air India,Guwahati,Delhi,1160,19,165,0,0,1,0,7,1,1,0.23295454545454544,0.22491664140648682,0,1,Guwahati_to_Delhi
Air India,Guwahati,Delhi,1260,21,175,0,0,1,0,3,0,1,0.23295454545454544,0.22491664140648682,1,36,Guwahati_to_Delhi
Air India,Guwahati,Dimapur,745,12,50,0,1,0,0,7,1,1,0.11764705882352941,0.22491664140648682,0,2,Guwahati_to_Dimapur
Air India,Guwahati,Dimapur,745,12,55,0,1,0,0,7,1,1,0.11764705882352941,0.22491664140648682,0,1,Guwahati_to_Dimapur
Air India,Guwahati,Imphal,765,12,60,0,1,0,0,5,1,1,0.24242424242424243,0.22491664140648682,0,14,Guwahati_to_Imphal
Air India,Guwahati,Imphal,765,12,60,0,1,0,0,7,1,1,0.24242424242424243,0.22491664140648682,1,107,Guwahati_to_Imphal
Air India,Guwahati,Imphal,765,12,65,0,1,0,0,7,1,1,0.24242424242424243,0.22491664140648682,0,2,Guwahati_to_Imphal
Air India,Guwahati,Imphal,815,13,70,0,1,0,0,5,1,1,0.24242424242424243,0.22491664140648682,0,6,Guwahati_to_Imphal
Air India,Guwahati,Kolkata,465,7,85,1,0,0,0,7,1,1,0.26285714285714284,0.22491664140648682,0,9,Guwahati_to_Kolkata
Air India,Guwahati,Kolkata,700,11,80,1,0,0,0,7,1,1,0.26285714285714284,0.22491664140648682,1,146,Guwahati_to_Kolkata
Air India,Guwahati,Kolkata,700,11,85,1,0,0,0,4,0,1,0.26285714285714284,0.22491664140648682,1,28,Guwahati_to_Kolkata
Air India,Guwahati,Kolkata,1125,18,80,0,0,1,0,7,1,1,0.26285714285714284,0.22491664140648682,0,8,Guwahati_to_Kolkata
Air India Express,Guwahati,Hyderabad,1285,21,165,0,0,1,0,7,1,1,0.18518518518518517,0.2222222222222222,0,7,Guwahati_to_Hyderabad
Air India Express,Guwahati,Hyderabad,570,9,160,1,0,0,0,7,1,1,0.18518518518518517,0.2222222222222222,0,5,Guwahati_to_Hyderabad
Air India Express,Guwahati,Delhi,750,12,170,0,1,0,0,7,1,1,0.23295454545454544,0.2222222222222222,0,0,Guwahati_to_Delhi
Air India Express,Guwahati,Delhi,770,12,160,0,1,0,0,7,1,1,0.23295454545454544,0.2222222222222222,0,15,Guwahati_to_Delhi
Air India Express,Guwahati,Delhi,1130,18,170,0,0,1,0,7,1,1,0.23295454545454544,0.2222222222222222,1,62,Guwahati_to_Delhi
Air India Express,Guwahati,Mumbai,510,8,195,1,0,0,0,7,1,1,0.2127659574468085,0.2222222222222222,0,7,Guwahati_to_Mumbai
Air India Express,Guwahati,Imphal,615,10,40,1,0,0,0,7,1,1,0.24242424242424243,0.2222222222222222,1,49,Guwahati_to_Imphal
Air India Express,Guwahati,Imphal,725,12,65,0,1,0,0,7,1,1,0.24242424242424243,0.2222222222222222,0,11,Guwahati_to_Imphal
Air India Express,Guwahati,Imphal,770,12,40,0,1,0,0,7,1,1,0.24242424242424243,0.2222222222222222,0,8,Guwahati_to_Imphal
Air India Express,Guwahati,Imphal,925,15,55,0,1,0,0,7,1,1,0.24242424242424243,0.2222222222222222,0,9,Guwahati_to_Imphal
Air India Express,Guwahati,Chennai,1145,19,175,0,0,1,0,7,1,1,0.16216216216216217,0.2222222222222222,0,10,Guwahati_to_Chennai
Air India Express,Guwahati,Agartala,970,16,55,0,1,0,0,4,1,1,0.15217391304347827,0.2222222222222222,0,11,Guwahati_to_Agartala
Air India Express,Guwahati,Kolkata,1265,21,75,0,0,1,0,7,1,1,0.26285714285714284,0.2222222222222222,0,5,Guwahati_to_Kolkata
Air India Express,Guwahati,Kolkata,1045,17,85,0,1,0,0,7,1,1,0.26285714285714284,0.2222222222222222,0,2,Guwahati_to_Kolkata
Air India Express,Guwahati,Kolkata,430,7,75,1,0,0,0,7,1,1,0.26285714285714284,0.2222222222222222,0,5,Guwahati_to_Kolkata
FlyBig,Guwahati,Patna,1035,17,100,0,1,0,0,6,1,1,0.3333333333333333,0.23015873015873015,0,15,Guwahati_to_Patna
FlyBig,Guwahati,Patna,1060,17,95,0,1,0,0,7,1,1,0.3333333333333333,0.23015873015873015,1,149,Guwahati_to_Patna
FlyBig,Guwahati,Kolkata,1085,18,40,0,0,1,0,7,1,1,0.26285714285714284,0.23015873015873015,0,6,Guwahati_to_Kolkata
FlyBig,Guwahati,Kolkata,1085,18,90,0,0,1,0,7,1,1,0.26285714285714284,0.23015873015873015,1,43,Guwahati_to_Kolkata
Jet Airways,Guwahati,Silchar,850,14,45,0,1,0,0,4,1,1,0.12,0.25102880658436216,0,7,Guwahati_to_Silchar
Alliance Air (India),Guwahati,Dimapur,470,7,45,1,0,0,0,4,1,1,0.11764705882352941,0.24661944623309723,1,53,Guwahati_to_Dimapur
Alliance Air (India),Guwahati,Shillong,740,12,45,0,1,0,0,4,1,1,0.0,0.24661944623309723,0,7,Guwahati_to_Shillong
Alliance Air (India),Guwahati,Tezu,435,7,150,1,0,0,0,4,1,1,1.0,0.24661944623309723,1,16,Guwahati_to_Tezu
Alliance Air (India),Guwahati,Rupsi,500,8,45,1,0,0,0,3,0,1,0.5,0.24661944623309723,0,6,Guwahati_to_Rupsi
Alliance Air (India),Guwahati,Kolkata,590,9,100,1,0,0,0,3,0,1,0.26285714285714284,0.24661944623309723,0,12,Guwahati_to_Kolkata
Alliance Air (India),Guwahati,Kolkata,1240,20,105,0,0,1,0,4,1,1,0.26285714285714284,0.24661944623309723,0,3,Guwahati_to_Kolkata
Vistara,Guwahati,Delhi,1085,18,175,0,0,1,0,7,1,1,0.23295454545454544,0.23657289002557544,0,2,Guwahati_to_Delhi
Vistara,Guwahati,Delhi,1095,18,160,0,0,1,0,7,1,1,0.23295454545454544,0.23657289002557544,0,5,Guwahati_to_Delhi
Vistara,Guwahati,Delhi,750,12,185,0,1,0,0,7,1,1,0.23295454545454544,0.23657289002557544,0,8,Guwahati_to_Delhi
Vistara,Guwahati,Delhi,760,12,175,0,1,0,0,7,1,1,0.23295454545454544,0.23657289002557544,0,3,Guwahati_to_Delhi
Vistara,Guwahati,Kolkata,960,16,1405,0,1,0,0,7,1,1,0.26285714285714284,0.23657289002557544,1,35,Guwahati_to_Kolkata
IndiGo,Guwahati,Hyderabad,495,8,160,1,0,0,0,7,1,1,0.18518518518518517,0.24817073170731707,0,8,Guwahati_to_Hyderabad
IndiGo,Guwahati,Hyderabad,950,15,185,0,1,0,0,7,1,1,0.18518518518518517,0.24817073170731707,0,2,Guwahati_to_Hyderabad
IndiGo,Guwahati,Hyderabad,1000,16,165,0,1,0,0,7,1,1,0.18518518518518517,0.24817073170731707,0,5,Guwahati_to_Hyderabad
IndiGo,Guwahati,Delhi,1090,18,165,0,0,1,0,7,1,1,0.23295454545454544,0.24817073170731707,0,11,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,1075,17,170,0,1,0,0,7,1,1,0.23295454545454544,0.24817073170731707,0,4,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,905,15,180,0,1,0,0,1,1,0,0.23295454545454544,0.24817073170731707,0,8,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,905,15,180,0,1,0,0,1,1,0,0.23295454545454544,0.24817073170731707,1,60,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,780,13,180,0,1,0,0,7,1,1,0.23295454545454544,0.24817073170731707,1,44,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,1085,18,155,0,0,1,0,7,1,1,0.23295454545454544,0.24817073170731707,1,28,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,1010,16,155,0,1,0,0,7,1,1,0.23295454545454544,0.24817073170731707,0,13,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,635,10,170,1,0,0,0,7,1,1,0.23295454545454544,0.24817073170731707,1,52,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,645,10,165,1,0,0,0,7,1,1,0.23295454545454544,0.24817073170731707,0,10,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,645,10,170,1,0,0,0,7,1,1,0.23295454545454544,0.24817073170731707,0,10,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,680,11,165,1,0,0,0,7,1,1,0.23295454545454544,0.24817073170731707,0,8,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,715,11,180,1,0,0,0,4,1,1,0.23295454545454544,0.24817073170731707,0,12,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,1215,20,150,0,0,1,0,7,1,1,0.23295454545454544,0.24817073170731707,0,0,Guwahati_to_Delhi
IndiGo,Guwahati,Delhi,775,12,160,0,1,0,0,7,1,1,0.23295454545454544,0.24817073170731707,0,11,Guwahati_to_Delhi
IndiGo,Guwahati,Lucknow,1150,19,110,0,0,1,0,7,1,1,0.18181818181818182,0.24817073170731707,0,8,Guwahati_to_Lucknow
IndiGo,Guwahati,Lucknow,695,11,125,1,0,0,0,3,0,1,0.18181818181818182,0.24817073170731707,0,9,Guwahati_to_Lucknow
IndiGo,Guwahati,Lucknow,675,11,105,1,0,0,0,7,1,1,0.18181818181818182,0.24817073170731707,0,0,Guwahati_to_Lucknow
IndiGo,Guwahati,Mumbai,1020,17,200,0,1,0,0,7,1,1,0.2127659574468085,0.24817073170731707,0,0,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1020,17,205,0,1,0,0,1,0,0,0.2127659574468085,0.24817073170731707,0,3,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1020,17,205,0,1,0,0,1,0,0,0.2127659574468085,0.24817073170731707,0,12,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1020,17,205,0,1,0,0,1,0,0,0.2127659574468085,0.24817073170731707,1,31,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1020,17,205,0,1,0,0,7,1,1,0.2127659574468085,0.24817073170731707,0,13,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1020,17,205,0,1,0,0,1,0,0,0.2127659574468085,0.24817073170731707,0,1,Guwahati_to_Mumbai
IndiGo,Guwahati,Mumbai,1020,17,225,0,1,0,0,6,1,1,0.2127659574468085,0.24817073170731707,0,0,Guwahati_to_Mumbai
IndiGo,Guwahati,Imphal,460,7,65,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,11,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,500,8,55,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,1,32,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,780,13,60,0,1,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,7,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,785,13,65,0,1,0,0,1,0,0,0.24242424242424243,0.24817073170731707,0,5,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,460,7,60,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,1,24,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,460,7,60,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,4,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,470,7,60,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,0,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,470,7,65,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,2,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,495,8,60,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,13,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,500,8,55,1,0,0,0,7,1,1,0.24242424242424243,0.24817073170731707,0,6,Guwahati_to_Imphal
IndiGo,Guwahati,Imphal,780,13,60,0,1,0,0,1,0,0,0.24242424242424243,0.24817073170731707,0,14,Guwahati_to_Imphal
IndiGo,Guwahati,Patna,1260,21,90,0,0,1,0,7,1,1,0.3333333333333333,0.24817073170731707,1,120,Guwahati_to_Patna
IndiGo,Guwahati,Silchar,775,12,50,0,1,0,0,7,1,1,0.12,0.24817073170731707,0,9,Guwahati_to_Silchar
IndiGo,Guwahati,Silchar,590,9,50,1,0,0,0,7,1,1,0.12,0.24817073170731707,0,2,Guwahati_to_Silchar
IndiGo,Guwahati,Chennai,725,12,190,0,1,0,0,7,1,1,0.16216216216216217,0.24817073170731707,0,4,Guwahati_to_Chennai
IndiGo,Guwahati,Chennai,995,16,190,0,1,0,0,7,1,1,0.16216216216216217,0.24817073170731707,1,110,Guwahati_to_Chennai
IndiGo,Guwahati,Jorhat,600,10,55,1,0,0,0,4,1,1,0.5,0.24817073170731707,1,17,Guwahati_to_Jorhat
IndiGo,Guwahati,Dibrugarh,530,8,80,1,0,0,0,7,1,1,0.17391304347826086,0.24817073170731707,0,8,Guwahati_to_Dibrugarh
IndiGo,Guwahati,Dibrugarh,780,13,55,0,1,0,0,7,1,1,0.17391304347826086,0.24817073170731707,0,10,Guwahati_to_Dibrugarh
IndiGo,Guwahati,Agartala,530,8,60,1,0,0,0,7,1,1,0.15217391304347827,0.24817073170731707,0,2,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,545,9,55,1,0,0,0,7,1,1,0.15217391304347827,0.24817073170731707,0,14,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,625,10,55,1,0,0,0,7,1,1,0.15217391304347827,0.24817073170731707,0,5,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,710,11,55,1,0,0,0,7,1,1,0.15217391304347827,0.24817073170731707,0,10,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,715,11,45,1,0,0,0,7,1,1,0.15217391304347827,0.24817073170731707,0,1,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,470,7,55,1,0,0,0,7,1,1,0.15217391304347827,0.24817073170731707,1,129,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,955,15,55,0,1,0,0,7,1,1,0.15217391304347827,0.24817073170731707,0,11,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,790,13,55,0,1,0,0,7,1,1,0.15217391304347827,0.24817073170731707,1,108,Guwahati_to_Agartala
IndiGo,Guwahati,Agartala,735,12,60,0,1,0,0,1,1,0,0.15217391304347827,0.24817073170731707,0,6,Guwahati_to_Agartala
